"ID","MESSAGE__C"
"a1M1N000005e2y3UAA","a1U1N00000JG4j6UAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 31502a13-b29c-427c-b923-2be20f73463d not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2ycUAA","{""errors"":[{""code"":""admissionApplication"",""description"":""Unknown error code."",""message"":""This person '1114678' is already enrolled in the program 'BS.BAD.HAD'""}]}"
"a1M1N000005e2ymUAA","a1U1N00000JG4jiUAD-Upsert failed. First exception on row 0; first error: STRING_TOO_LONG, Notes: data value too large: January 23 2019 11:36 AM LEFAVE, REBECCA attempted to reduce recurring payment amount in WP to current remaining balance but card is expired. Emailed student to call us to provide new card. 
<br>
<br>November 21 2017  4:33 PM  LAMPRON, KIM BP-balance of $2,222.75.   agreement in the amount of $150.00 on the 21st day of the month, starting 12/21/2017 and ending 02/21/2019 (max length=255): [Notes__c] 
 Class.SNHU_PersonRestriction_Parser.inboundParser: line 109, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2z6UAA","a1U1N00000JG4jwUAD-Upsert failed. First exception on row 0; first error: STRING_TOO_LONG, Notes: data value too large: February 21 2019 9:17 AM LEFAVE, REBECCA today&#39;s scheduled payment amount is greater than current remaining balance. card on file is expired so i cannot change the amount. Deleted card from WP. lvm 843-240-6057 for student to call us. 
<br>
<br>January 23 2019 11:36 AM LEFAVE, REBECCA attempted to reduce recurring payment amount in WP to current remaining balance but card is expired. Emailed student to call us to provide new card. 
<br>
<br>November 21 2017  4:33 PM  LAMPRON, KIM BP-balance of $2,222.75.   agreement in the amount of $150.00 on the 21st day of the month, starting 12/21/2017 and ending 02/21/2019 (max length=255): [Notes__c] 
 Class.SNHU_PersonRestriction_Parser.inboundParser: line 109, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2zaUAA","{""errors"":[{""code"":""admissionApplication"",""description"":""Unknown error code."",""message"":""appliedOn date '01/23/19' does not match APPL.DATE '01/22/19'""}]}"
"a1M1N000005e30OUAQ","{""errors"":[{""code"":""admissionApplication"",""description"":""Unknown error code."",""message"":""PERSON record locked for ID 1646149""},{""code"":""admissionApplication"",""description"":""Unknown error code."",""message"":""APPLICANTS record locked for ID 1646149""},{""code"":""admissionApplication"",""description"":""Unknown error code."",""message"":""STUDENT.PROGRAMS record locked for ID 1646149*CERT.ACT""}]}"
"a1M1N000005e30YUAQ","a1U1N00000JG4nbUAD-Upsert failed. First exception on row 0; first error: CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY, SNHU_ARACTrigger: execution of BeforeUpdate

caused by: System.NullPointerException: Attempt to de-reference a null object

Class.SNHU_ARACTriggerHandler.handleBeforeUpdate: line 61, column 1
Trigger.SNHU_ARACTrigger: line 23, column 1: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e30TUAQ","a1U1N00000JG4nZUAT-Upsert failed. First exception on row 0; first error: DUPLICATE_VALUE, duplicate value found: Ethos_Id__c duplicates value on record with id: a1H1N000004iiy4: [] 
 Class.APEX2OBJECT_Parser.StudentCorrespondenceParser.inboundParser: line 2564, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e30xUAA","a1U1N00000JG4qCUAT-Upsert failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: [] 
 Class.SNHU_PersonInboundHandlers.PersonInbound.inboundParser: line 266, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e31WUAQ","a1U1N00000JG4s3UAD-Upsert failed. First exception on row 0; first error: CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY, SNHU_ARACTrigger: execution of BeforeUpdate

caused by: System.NullPointerException: Attempt to de-reference a null object

Class.SNHU_ARACTriggerHandler.handleBeforeUpdate: line 61, column 1
Trigger.SNHU_ARACTrigger: line 23, column 1: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e31qUAA","a1U1N00000JG4ujUAD-Upsert failed. First exception on row 0; first error: CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY, SNHU_ARACTrigger: execution of BeforeUpdate

caused by: System.NullPointerException: Attempt to de-reference a null object

Class.SNHU_ARACTriggerHandler.handleBeforeUpdate: line 56, column 1
Trigger.SNHU_ARACTrigger: line 23, column 1: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e32FUAQ","a1U1N00000JG4x6UAD-Upsert failed. First exception on row 0; first error: DUPLICATE_VALUE, duplicate value found: Ethos_Id__c duplicates value on record with id: a1H1N000004iiyJ: [] 
 Class.APEX2OBJECT_Parser.StudentCorrespondenceParser.inboundParser: line 2564, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e32UUAQ","a1U1N00000JG4yAUAT-Upsert failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: [] 
 Class.SNHU_PersonInboundHandlers.PersonInbound.inboundParser: line 266, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e32oUAA","a1U1N00000JG4ztUAD-Upsert failed. First exception on row 1 with id 0031N000021oEB0QAM; first error: FIELD_CUSTOM_VALIDATION_EXCEPTION, The email selected for Preferred Email can't be blank.: [] 
 Class.SNHU_PersonInboundHandlers.PersonAddressParser.inboundParser: line 509, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e33IUAQ","a1U1N00000JG54kUAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 8573f7c7-2dd2-4707-a533-83cb34ae2aef not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.StudentFinancialAidNeedSummariesParser.inboundParser: line 553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e33NUAQ","a1U1N00000JG54zUAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 86c021f7-0c1f-43ca-a463-5fbfd29f8256 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e34LUAQ","a1U1N00000JG58qUAD-Upsert failed. First exception on row 0 with id 0031N000021pyZoQAI; first error: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST, Mailing Country Code: bad value for restricted picklist field: Marine Corps: [MailingCountryCode] 
 Class.SNHU_PersonInboundHandlers.PersonAddressParser.inboundParser: line 509, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e34kUAA","{""errors"":[{""code"":""admissionApplication"",""description"":""Unknown error code."",""message"":""STUDENT.PROGRAMS record locked for ID 1650564*BS.CJ""}]}"
"a1M1N000005e354UAA","a1U1N00000JG5A6UAL-Upsert failed. First exception on row 0; first error: CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY, SNHU_ARACTrigger: execution of BeforeUpdate

caused by: System.NullPointerException: Attempt to de-reference a null object

Class.SNHU_ARACTriggerHandler.handleBeforeUpdate: line 56, column 1
Trigger.SNHU_ARACTrigger: line 23, column 1: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e359UAA","a1U1N00000JG5AFUA1-Upsert failed. First exception on row 0; first error: STRING_TOO_LONG, Notes: data value too large: February 21 2019  9:26 AM  BRALEY, KATE PARTIAL. TRANSCRIPT EVALUATED: COLORADO MESA UNIVERSITY 
<br>
<br>January 31 2019  9:49 AM  BRALEY, KATE AEP. TRANSCRIPTS EVALUATED: MILITARY, UNIVERSITY OF PHOENIX TRANSCRIPTS NOT EVALUATED: COLORADO NORTHWESTERN C, COLORADO MESA UNIVERSITY. (max length=255): [Notes__c] 
 Class.SNHU_PersonRestriction_Parser.inboundParser: line 109, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e35EUAQ","{""Message"":""GUID not the same as in request body."",""Conflicts"":null,""IsEmpty"":false}"
"a1M1N000005e35YUAQ","a1U1N00000JG5BOUA1-Upsert failed. First exception on row 15 with id 0031N000021qQmeQAE; first error: FIELD_CUSTOM_VALIDATION_EXCEPTION, HomePhone: Phone number must be either of the formats:
      1. 10 digits number
      2. XXX-XXX-XXXX
      3. (XXX)XXX-XXXX
      4. (+) country code + area code + number: [HomePhone] 
 Class.SNHU_PersonInboundHandlers.PersonAddressParser.inboundParser: line 509, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e35xUAA","a1U1N00000JG5CPUA1-Upsert failed. First exception on row 7 with id 0031N000021q6nnQAA; first error: FIELD_CUSTOM_VALIDATION_EXCEPTION, HomePhone: Phone number must be either of the formats:
      1. 10 digits number
      2. XXX-XXX-XXXX
      3. (XXX)XXX-XXXX
      4. (+) country code + area code + number: [HomePhone] 
 Class.SNHU_PersonInboundHandlers.PersonAddressParser.inboundParser: line 509, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e36CUAQ","a1U1N00000JG5DOUA1-Upsert failed. First exception on row 7 with id 0031N000021q6nnQAA; first error: FIELD_CUSTOM_VALIDATION_EXCEPTION, HomePhone: Phone number must be either of the formats:
      1. 10 digits number
      2. XXX-XXX-XXXX
      3. (XXX)XXX-XXXX
      4. (+) country code + area code + number: [HomePhone] 
 Class.SNHU_PersonInboundHandlers.PersonAddressParser.inboundParser: line 509, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e36RUAQ","a1U1N00000JG5DaUAL-Upsert failed. First exception on row 0; first error: DUPLICATE_VALUE, duplicate value found: Ethos_Id__c duplicates value on record with id: a1H1N000004iiz2: [] 
 Class.APEX2OBJECT_Parser.StudentCorrespondenceParser.inboundParser: line 2564, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e36WUAQ","a1U1N00000JG5DlUAL-Upsert failed. First exception on row 7 with id 0031N000021q6nnQAA; first error: FIELD_CUSTOM_VALIDATION_EXCEPTION, HomePhone: Phone number must be either of the formats:
      1. 10 digits number
      2. XXX-XXX-XXXX
      3. (XXX)XXX-XXXX
      4. (+) country code + area code + number: [HomePhone] 
 Class.SNHU_PersonInboundHandlers.PersonAddressParser.inboundParser: line 509, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e36lUAA","a1U1N00000JG5E6UAL-Upsert failed. First exception on row 7 with id 0031N000021q6nnQAA; first error: FIELD_CUSTOM_VALIDATION_EXCEPTION, HomePhone: Phone number must be either of the formats:
      1. 10 digits number
      2. XXX-XXX-XXXX
      3. (XXX)XXX-XXXX
      4. (+) country code + area code + number: [HomePhone] 
 Class.SNHU_PersonInboundHandlers.PersonAddressParser.inboundParser: line 509, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e38SUAQ","a1U1N00000JG5GbUAL-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 248dbe20-14fc-4425-a7f6-0978b4e99e9e not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e38XUAQ","a1U1N00000JG5GXUA1-Upsert failed. First exception on row 0; first error: DUPLICATE_VALUE, duplicate value found: Ethos_Id__c duplicates value on record with id: a1c1N00000EmurD: [] 
 Class.SNHU_PersonRestriction_Parser.inboundParser: line 109, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e39GUAQ","a1U1N00000JG5HxUAL-Upsert failed. First exception on row 0; first error: DUPLICATE_VALUE, duplicate value found: Ethos_Id__c duplicates value on record with id: a1R1N000005lDAb: [] 
 Class.APEX2OBJECT_Parser.StudentFinancialAidNeedSummariesParser.inboundParser: line 553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e39uUAA","a1U1N00000JG5KPUA1-Upsert failed. First exception on row 0; first error: DUPLICATE_VALUE, duplicate value found: Ethos_Id__c duplicates value on record with id: a1H1N000004ij0P: [] 
 Class.APEX2OBJECT_Parser.StudentCorrespondenceParser.inboundParser: line 2564, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e3CjUAI","{""errors"":[{""code"":""admissionApplication"",""description"":""Unknown error code."",""message"":""This person '1622841' is already enrolled in the program 'BA.GDM.MAN'""}]}"
"a1M1N000005e3CoUAI","a1U1N00000JG5QXUA1-Upsert failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: [] 
 Class.SNHU_PersonInboundHandlers.PersonInbound.inboundParser: line 266, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e3DSUAY","a1U1N00000JG5RmUAL-Upsert failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: [] 
 Class.SNHU_PersonInboundHandlers.PersonInbound.inboundParser: line 266, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e3DwUAI","a1U1N00000JG5S4UAL-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 6391d428-0a01-4267-8a0b-144a6da61cae not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.StudentCorrespondenceParser.inboundParser: line 2564, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e3DrUAI","a1U1N00000JG5S3UAL-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 6391d428-0a01-4267-8a0b-144a6da61cae not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.AwardDetailEntryParser.inboundParser: line 229, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e3EBUAY","a1U1N00000JG5SDUA1-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: ba757600-f87d-491d-bcb3-162ccc3bb6ea not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.StudentFinancialAidNeedSummariesParser.inboundParser: line 553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e3ELUAY","a1U1N00000JG5SSUA1-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: a28ced13-9c9d-4c43-a81b-a5b9abbb7997 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.StudentFinancialAidNeedSummariesParser.inboundParser: line 553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e3EGUAY","a1U1N00000JG5SRUA1-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 35df4868-23da-4317-9d87-2b2b685ad9c1 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.StudentFinancialAidNeedSummariesParser.inboundParser: line 553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e3EfUAI","a1U1N00000JG5SmUAL-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 24382451-f615-41fb-a197-7ff4c31b0ed4 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.StudentFinancialAidNeedSummariesParser.inboundParser: line 553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e3EkUAI","a1U1N00000JG5SrUAL-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 1d8b49d3-6a18-4dc5-859c-bc3b7a561d98 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.StudentFinancialAidNeedSummariesParser.inboundParser: line 553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e3EpUAI","a1U1N00000JG5SuUAL-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 496267d1-2f41-4f15-b5be-b4f655af2601 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.StudentFinancialAidNeedSummariesParser.inboundParser: line 553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e3F9UAI","a1U1N00000JG5TLUA1-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: f2c9ac7b-8e7b-4f16-ad3f-6b937e66b18a not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.StudentFinancialAidNeedSummariesParser.inboundParser: line 553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e3G7UAI","{""errors"":[{""code"":""admissionApplication"",""description"":""Unknown error code."",""message"":""This person '1622841' is already enrolled in the program 'BA.GDM.MAN'""}]}"
"a1M1N000005e3IrUAI","{""errors"":[{""code"":""admissionApplication"",""description"":""Unknown error code."",""message"":""STUDENT.PROGRAMS record locked for ID 1654327*BA.HSE""}]}"
"a1M1N000005e3JQUAY","a1U1N00000JG5aqUAD-Upsert failed. First exception on row 0; first error: DUPLICATE_VALUE, duplicate value found: Ethos_Id__c duplicates value on record with id: a1H1N000004ij3h: [] 
 Class.APEX2OBJECT_Parser.StudentCorrespondenceParser.inboundParser: line 2564, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e3K9UAI","a1U1N00000JG5bSUAT-Upsert failed. First exception on row 0; first error: STRING_TOO_LONG, Notes: data value too large: February 21 2019 9:44 AM LEFAVE, REBECCA reduced recurring payment amount to current balance.   Customer ID:	1170358 Customer Name:	Samuel Abbott Recurring Amount:	$53.70 Recurring Billing Information:	Customer will be billed every Month on 18th starting 05/18/2018 until 03/18/2019 Next Billing Date:	03/18/2019
<br>
<br> April 18 2018 10:39 AM CLARK, DONALD Student called in and set up an 11 month BP from 5/18/18 - 3/18/19 for $53.73 a month. Balance is $591.00 (max length=255): [Notes__c] 
 Class.SNHU_PersonRestriction_Parser.inboundParser: line 109, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e3LMUAY","a1U1N00000JG5fhUAD-Upsert failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: [] 
 Class.SNHU_PersonInboundHandlers.PersonInbound.inboundParser: line 266, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e3LvUAI","a1U1N00000JG5hqUAD-Upsert failed. First exception on row 0; first error: STRING_TOO_LONG, Notes: data value too large: February 21 2019 9:47 AM LEFAVE, REBECCA reduced recurring payment amount to current balance.  Customer ID:	1239196 Customer Name:	Kalie Monin Recurring Amount:	$75.52 Recurring Billing Information:	Customer will be billed every Month on 19th starting 09/19/2018 until 03/19/2019 Next Billing Date:	03/19/2019
<br>
<br>September 11 2018 12:02 PM MAFFATTONE, JULIANA STUDENT CALLED 603-833-0376 RE: BALANCE-  SET UP A 7 MOS. BP TO COVER BALANCE OF $529.00 AT $75.58/MOS. FROM 09/19/2018-03/19/2019. (max length=255): [Notes__c] 
 Class.SNHU_PersonRestriction_Parser.inboundParser: line 109, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e3MPUAY","a1U1N00000JG5iyUAD-Upsert failed. First exception on row 0; first error: DUPLICATE_VALUE, duplicate value found: Ethos_Id__c duplicates value on record with id: a1H1N000004ij4L: [] 
 Class.APEX2OBJECT_Parser.StudentCorrespondenceParser.inboundParser: line 2564, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e3MUUAY","a1U1N00000JG5izUAD-Upsert failed. First exception on row 0; first error: DUPLICATE_VALUE, duplicate value found: Ethos_Id__c duplicates value on record with id: a1H1N000004ij4L: [] 
 Class.APEX2OBJECT_Parser.StudentCorrespondenceParser.inboundParser: line 2564, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e3MjUAI","a1U1N00000JG5j8UAD-Upsert failed. First exception on row 0; first error: STRING_TOO_LONG, Notes: data value too large: February 21 2019  9:47 AM  MANKIEWICZ, DANIEL AEP LIFTED. EVALUATED: AMERICAN INTERCONTINENTAL UNIV, JOHNSTON CC, WAYNE CC, U OF PHOENIX
<br>
<br> February 5 2019  10:13 AM  MANKIEWICZ, DANIEL AEP. NOT EVALUATED: AMERICAN INTERCONTINENTAL UNIV, JOHNSTON CC, WAYNE CC, U OF PHOENIX (max length=255): [Notes__c] 
 Class.SNHU_PersonRestriction_Parser.inboundParser: line 109, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e3MoUAI","a1U1N00000JG5j9UAD-Upsert failed. First exception on row 0; first error: CANNOT_EXECUTE_FLOW_TRIGGER, We can't save this record because the “Course Connection Process” process failed. Give your Salesforce admin these details. <b>An unhandled fault has occurred in this flow</b><br>An unhandled fault has occurred while processing the flow.  Please contact your system administrator for more information. Error ID: 993682030-16915 (1080218090): [] 
 Class.APEX2OBJECT_Parser.SectionRegistrationsParser.inboundParser: line 3134, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e3MyUAI","a1U1N00000JG5jBUAT-Upsert failed. First exception on row 0; first error: STRING_TOO_LONG, Notes: data value too large: February 21 2019 9:48 AM LEFAVE, REBECCA reduced recurring payment amount to current balance.   Customer ID:	1243993 Customer Name:	Rafael Nieves Recurring Amount:	$101.12 Recurring Billing Information:	Customer will be billed every Month on 19th starting 01/19/2018 until 03/19/2019 Next Billing Date:	03/19/2019
<br>
<br>December 20 2017  8:28 AM  LAMPRON, KIM bp-balance of $1,517.50.  agreement in the amount of $101.17 on the 19th day of the month, starting 01/19/2018 and ending 03/19/2019 (max length=255): [Notes__c] 
 Class.SNHU_PersonRestriction_Parser.inboundParser: line 109, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e3NIUAY","a1U1N00000JG5kPUAT-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: a6cf857d-fd64-4a5b-b6e7-91396e79f5a5 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
